x_m,y_m,psi_rad,vx_mps,ax_mps2,ay_mps2
1.528285328720865621e+01,-2.488632609856099975e+01,9.070246686095903010e-01,4.056947478315008127e+00,-6.647783249463135036e-02,1.961054502337446381e+00
1.543260270736941209e+01,-2.468835857551065516e+01,9.406726142607347851e-01,4.027178081835181445e+00,-5.185438075000803337e-02,2.037754526568714031e+00
1.557504356757854147e+01,-2.448568358181340798e+01,9.764093596504999084e-01,4.005093097565000093e+00,-3.572863422944116962e-02,2.084292064268738809e+00
1.570937969450383953e+01,-2.427888159193970097e+01,1.012996127030795446e+00,3.991449447605740275e+00,-1.808472682416661925e-02,2.100081457071391711e+00
1.583524675730286191e+01,-2.406861729100094038e+01,1.049068312269268333e+00,3.987008370740833474e+00,1.079318356906000531e-03,2.089893900081304157e+00
1.595275841981709597e+01,-2.385551013791907593e+01,1.083348859962092847e+00,3.992528765962646276e+00,2.175215256430762523e-02,2.063340589912567413e+00
1.606243228203668849e+01,-2.364005742606117977e+01,1.114935315759197687e+00,4.008760523305141099e+00,4.390869482364667675e-02,2.033361448324478182e+00
1.616501083306199149e+01,-2.342261079121896117e+01,1.143588100036160737e+00,4.036437460786292952e+00,6.750892617894432846e-02,2.013780224809551100e+00
1.626122397688531862e+01,-2.320338903613681936e+01,1.169884523419748801e+00,4.076269449484085428e+00,9.249571512820420338e-02,2.016260669082026169e+00
1.635155931313212818e+01,-2.298250138734477588e+01,1.195117963564699348e+00,4.128933175914497156e+00,1.187914115991661745e-01,2.047287748904266458e+00
1.643611315122407035e+01,-2.275996959675972775e+01,1.220907209436936425e+00,4.195060861083251602e+00,1.462930015661019212e-01,2.105982457630975802e+00
1.651458072361421614e+01,-2.253574846728414371e+01,1.248617514758428415e+00,4.275226177480599077e+00,1.748657450192609986e-01,2.183523326542967435e+00
1.658640239027034013e+01,-2.230974467895708813e+01,1.278795315197365445e+00,4.369926606102512601e+00,2.043353935511884600e-01,2.264634198142415400e+00
1.665102151037815048e+01,-2.208184350773724702e+01,1.310847448012098848e+00,4.479561571031787537e+00,2.344792807162505710e-01,2.331044903384988487e+00
1.670816064521303446e+01,-2.185194974618904951e+01,1.343141947963667260e+00,4.604405886818763172e+00,2.650167872128497137e-01,2.366185432062874128e+00
1.675800563307329583e+01,-2.162004918149653321e+01,1.373551409603781748e+00,4.744578358244637251e+00,2.955999067637060662e-01,2.359857116742765548e+00
1.680122215602112590e+01,-2.138627742252766595e+01,1.400224961630195386e+00,4.900005793582469238e+00,3.258048877210697469e-01,2.311459241382189056e+00
1.683880399331441780e+01,-2.115095967378670139e+01,1.422221433774832011e+00,5.070383245965706998e+00,3.551261650465438180e-01,2.230662020830973979e+00
1.687182391523185032e+01,-2.091458606082572658e+01,1.439714783673384346e+00,5.255131958629013056e+00,3.829739065410437959e-01,2.135157390740217931e+00
1.690119617806374563e+01,-2.067770901845274167e+01,1.453744625101733190e+00,5.453357152506750793e+00,4.086763857639885700e-01,2.046051868651365790e+00
1.692753717666803226e+01,-2.044079043392849826e+01,1.465716610049255797e+00,5.663808344393001626e+00,4.314881563207269011e-01,1.982247097083166487e+00
1.695115161487214550e+01,-2.020405494166987737e+01,1.476909368779139697e+00,5.884845308827477695e+00,4.506047768050045477e-01,1.955472821698560182e+00
1.697211258614632712e+01,-1.996740883197435679e+01,1.488162655610932417e+00,6.114413121198006174e+00,4.651845721774652276e-01,1.967365768852929131e+00
1.699037621026441514e+01,-1.973045532116567813e+01,1.499798046119534156e+00,6.350029881004942922e+00,4.743774847874204781e-01,2.009219092241973481e+00
1.700587949382587283e+01,-1.949260646534394326e+01,1.511728193564595646e+00,6.588790605985426652e+00,4.773604614503463850e-01,2.064126423065469673e+00
1.701859601157973856e+01,-1.925326106952731919e+01,1.523658719776421977e+00,6.827390342455289307e+00,4.733781193888129124e-01,2.110618974266722070e+00
1.702855121596493859e+01,-1.901199386655241952e+01,1.535272084716797991e+00,7.062168725374239564e+00,4.617867055960980238e-01,2.126741187267276345e+00
1.703581700175137570e+01,-1.876869772853476803e+01,1.546312733947180718e+00,7.289177048051387331e+00,4.420987926979416116e-01,2.093883783276004884e+00
1.704051016980718813e+01,-1.852364380136803135e+01,1.556561522685492083e+00,7.504267518072181176e+00,4.140262153780085441e-01,2.000157003646790166e+00
1.704281022393184841e+01,-1.827745459124736271e+01,1.565758049136390273e+00,7.703203263429395875e+00,3.775194754779036543e-01,1.843168261767822669e+00
1.704299222576882045e+01,-1.803100819687659850e+01,1.573559184002995659e+00,7.881786993550084830e+00,3.328010327056052375e-01,1.631671420579848819e+00
1.704145047203497754e+01,-1.778530160083989031e+01,1.579587568812638843e+00,8.036004296135001113e+00,2.803869829174168160e-01,1.384958810663387885e+00
1.703868693563044445e+01,-1.754129591090802975e+01,1.583562953797599260e+00,8.162173976467501646e+00,2.210925200972884141e-01,1.129046123670727653e+00
1.703525155991214746e+01,-1.729977199794264919e+01,1.585453099869002624e+00,8.257096816232289527e+00,1.560213580733034178e-01,8.901920116361228263e-01
1.703165032562625569e+01,-1.706123757263179996e+01,1.585552259016453025e+00,8.318195334540805064e+00,8.654046313092855769e-02,6.882867301228138279e-01
1.702825880762707911e+01,-1.682591208556995355e+01,1.584436602681143391e+00,8.343637279363218084e+00,1.424014921248151211e-02,5.336021910518949918e-01
1.702527368185189260e+01,-1.659378014366966880e+01,1.582812593291041514e+00,8.332435483753286576e+00,-5.911978096122538773e-02,4.289887595086097072e-01
1.702271614141154998e+01,-1.636467069707428124e+01,1.581323650307949524e+00,8.284517498401992697e+00,-1.316755921142913621e-01,3.764480045877426351e-01
1.702047872680374141e+01,-1.613831984476263770e+01,1.580403180782452122e+00,8.200759891638995214e+00,-2.015334817657006283e-01,3.842911831018795965e-01
1.701839045139757545e+01,-1.591441331377842161e+01,1.580212633728829585e+00,8.082984016636292068e+00,-2.668476507123465069e-01,4.706625054854171597e-01
1.701628184131562449e+01,-1.569262903675163123e+01,1.580632054980104728e+00,7.933912240926648707e+00,-3.258980597429932402e-01,6.610559479103401692e-01
1.701404571953990796e+01,-1.547269800103376447e+01,1.581267539944760880e+00,7.757085956893298828e+00,-3.771632908565187847e-01,9.801759986561805471e-01
1.701169345684709455e+01,-1.525445471044991841e+01,1.581441364302988539e+00,7.556748950070129922e+00,-4.193842409830033091e-01,1.440799170901032156e+00
1.700941636338672680e+01,-1.503783045951220743e+01,1.580143074568799211e+00,7.337701715910295519e+00,-4.516150096599815811e-01,2.033655675422666675e+00
1.700765846764870659e+01,-1.482276747611524215e+01,1.575987144805189200e+00,7.105133940410148341e+00,-4.732582357832910702e-01,2.722489560697662903e+00
1.700719086493356258e+01,-1.460909678779934495e+01,1.567280950013148599e+00,6.864443480127004449e+00,-4.840832327650410605e-01,3.447034853739143312e+00
1.700915709357173000e+01,-1.439646331505845289e+01,1.552307985964952897e+00,6.621050707645107281e+00,-4.842264674394751722e-01,4.133810154371079015e+00
1.701504450948181457e+01,-1.418435614940940326e+01,1.529822617475365520e+00,6.380217012687529277e+00,-4.741750720738977520e-01,4.711485643472737905e+00
1.702654896182258426e+01,-1.397223678784083845e+01,1.499575860478615574e+00,6.146875635571209529e+00,-4.547350427492728997e-01,5.125707706745199488e+00
1.704534026929514567e+01,-1.375969564894929320e+01,1.462571791979616842e+00,5.925481969938256377e+00,-4.269865311508045380e-01,5.348622265767471795e+00
1.707279772410567631e+01,-1.354656568130621963e+01,1.420851506397762698e+00,5.719889104420404990e+00,-3.922292038389310065e-01,5.380699830745269807e+00
1.710981072611779297e+01,-1.333296161354389042e+01,1.376876537165723446e+00,5.533252766099325370e+00,-3.519210276328923470e-01,5.245550456694510366e+00
1.715671711537196842e+01,-1.311925076710524962e+01,1.332824305681564514e+00,5.367968076787512643e+00,-3.076140244734126838e-01,4.980682864398035647e+00
1.721338550698237668e+01,-1.290596944591577611e+01,1.290172713635269641e+00,5.225638741625912687e+00,-2.608904561856819626e-01,4.627854007835492389e+00
1.727937482292501414e+01,-1.269369524860639409e+01,1.249748170240920775e+00,5.107077620601830681e+00,-2.133023640008433475e-01,4.225784513702674161e+00
1.735407848742968895e+01,-1.248290019317376043e+01,1.212084561049880715e+00,5.012336377625069339e+00,-1.663162822325610080e-01,3.806333310724489660e+00
1.743679435719178983e+01,-1.227383459999244231e+01,1.177753723856882706e+00,4.940761338369269673e+00,-1.212641358167898531e-01,3.393681910773428623e+00
1.752672203934118045e+01,-1.206650642479306157e+01,1.147379688965563860e+00,4.891072241808279486e+00,-7.930221873994636184e-02,3.005182918798966263e+00
1.762294895386990135e+01,-1.186077898375669193e+01,1.121338671750865545e+00,4.861459119629323311e+00,-4.138094369976474951e-02,2.652467957424330169e+00
1.772448706102194649e+01,-1.165653416041977408e+01,1.099432587214590695e+00,4.849691298108514736e+00,-8.226014567880746142e-03,2.341992512579842423e+00
1.783037765975656086e+01,-1.145380283755163120e+01,1.080837306571929002e+00,4.853233105061442565e+00,1.967048208883515059e-02,2.074980325610393805e+00
1.793982216390232409e+01,-1.125278248968306372e+01,1.064404598214705677e+00,4.869361780197349887e+00,4.205036727191391321e-02,1.847385216586811874e+00
1.805226656485589487e+01,-1.105373702023355698e+01,1.049140640720156892e+00,4.895283472333356478e+00,5.888203351008769459e-02,1.650710355900279813e+00
1.816738914745717182e+01,-1.085685020489097496e+01,1.034585455908354934e+00,4.928243813707437582e+00,7.034658741657473513e-02,1.474223148280365381e+00
1.828499696069375346e+01,-1.066212662415316892e+01,1.020908176858450478e+00,4.965630059749931213e+00,7.681746914621001565e-02,1.308410232511864946e+00
1.840488683237352774e+01,-1.046938439241547769e+01,1.008715806270924054e+00,5.005061282853647597e+00,7.883299901308493673e-02,1.148757249641367828e+00
1.852674273638499969e+01,-1.027831277733239901e+01,9.987069678329917322e-01,5.044463058763016150e+00,7.706331676523081597e-02,9.984963849551711235e-01
1.865011954469264666e+01,-1.008854110025297324e+01,9.913396448643134740e-01,5.082124599618878413e+00,7.227446715952812184e-02,8.690972523913527148e-01
1.877451385727426825e+01,-9.899684907565633907e+00,9.866034643398130521e-01,5.116737525922544272e+00,6.529127105069676418e-02,7.779767837298939837e-01
1.889948643759754532e+01,-9.711385424357773744e+00,9.839053932381163214e-01,5.147415870669575177e+00,5.695979690191066425e-02,7.438979043905553645e-01
1.902478802115786749e+01,-9.523367928650946723e+00,9.820976572026561824e-01,5.173697322824454936e+00,4.811047688698177893e-02,7.813977176759443477e-01
1.915044263983005024e+01,-9.335518245762173706e+00,9.796814029778887489e-01,5.195526347556556956e+00,3.952317877248745503e-02,8.959634866786271301e-01
1.927676577963470450e+01,-9.147938220846233648e+00,9.751588981733572137e-01,5.213220501596942391e+00,3.189555373523766946e-02,1.081408017794878829e+00
1.940431944102596873e+01,-8.960931328337258250e+00,9.673947883492639566e-01,5.227421901291794626e+00,2.581586546657721470e-02,1.320125100457321121e+00
1.953383200728825742e+01,-8.774914667623498588e+00,9.558183057284117545e-01,5.239036367063519606e+00,2.174132960846808515e-02,1.585986396630093997e+00
1.966611177637050289e+01,-8.590306763477519425e+00,9.404052372696106721e-01,5.249163230900262711e+00,1.998276423222211662e-02,1.848952957697736821e+00
1.980197636251317306e+01,-8.407449614998494525e+00,9.215366332208598799e-01,5.259019131295741722e+00,2.069612282980948237e-02,2.080220558404522802e+00
1.994219321753661589e+01,-8.226580791216868249e+00,8.998935420494953430e-01,5.269859353730072193e+00,2.388101359861227735e-02,2.256849279720332113e+00
2.008741542246978184e+01,-8.047829869619333110e+00,8.764393078874356258e-01,5.282900144894354000e+00,2.938403199641825836e-02,2.365136225448158491e+00
2.023810505011639549e+01,-7.871211188863117769e+00,8.523996720210754718e-01,5.299243385726490452e+00,3.690235959962784307e-02,2.402285781672426790e+00
2.039446195603825274e+01,-7.696612547669161586e+00,8.291028777727563748e-01,5.319802504493981843e+00,4.599346075111743204e-02,2.376164060017885049e+00
2.055638864004210831e+01,-7.523815749187590995e+00,8.076641995475970504e-01,5.345236846477607884e+00,5.610490951733471121e-02,2.303166823058556911e+00
2.072351085487170863e+01,-7.352574186346576113e+00,7.886743507078656235e-01,5.375907414011316554e+00,6.661386596584240039e-02,2.204529582094028051e+00
2.089524380660325420e+01,-7.182732970588681987e+00,7.720721685506228837e-01,5.411850712443450284e+00,7.685637671216039024e-02,2.101719145119735899e+00
2.107088350271146382e+01,-7.014338492593513052e+00,7.572647662614079289e-01,5.452763790723476944e+00,8.615121581638085502e-02,2.011821251151718837e+00
2.124970347951398608e+01,-6.847676839127684545e+00,7.434024143051887190e-01,5.498001928259831139e+00,9.382848946340782703e-02,1.943877055037373403e+00
2.143105226075344305e+01,-6.683218022471842268e+00,7.296608535642015170e-01,5.546592280186884771e+00,9.926199677903824181e-02,1.897054425749022943e+00
2.161444194345983405e+01,-6.521488694651770501e+00,7.154511267127285912e-01,5.597263925038869381e+00,1.018997167856445785e-01,1.861180523614998750e+00
2.179960896563778050e+01,-6.362923176437330852e+00,7.005488374014000597e-01,5.648491996972529350e+00,1.012897214957106939e-01,1.819723916179561529e+00
2.198652104318448863e+01,-6.207741542544706448e+00,6.851625395706165689e-01,5.698553646534580075e+00,9.710214447050979913e-02,1.754803879365130825e+00
2.217531836762005426e+01,-6.055880024223665892e+00,6.699241306679228902e-01,5.745594141443039149e+00,8.914719524126546446e-02,1.653211125509532975e+00
2.236620877783031602e+01,-5.906979234492528263e+00,6.557624666748927966e-01,5.787700841775845539e+00,7.738793232295293478e-02,1.511827170002334464e+00
2.255935689915352427e+01,-5.760424908859102189e+00,6.436723125188839045e-01,5.822982073765992084e+00,6.194672893099273381e-02,1.340462981566245881e+00
2.275479466251752214e+01,-5.615435858640844380e+00,6.344558098778894095e-01,5.849647570706838273e+00,4.310494838498968306e-02,1.160459921074079137e+00
2.295236302817771445e+01,-5.471187499590023151e+00,6.285518071609605961e-01,5.866087022150981767e+00,2.129571163418031432e-02,9.985944010354700362e-01
2.315168079487974495e+01,-5.326939724675024301e+00,6.260183923704851772e-01,5.870943282341018588e+00,-2.910092411294584736e-03,8.780325559977606442e-01
2.335215047660897625e+01,-5.182127547113315913e+00,6.266357576518195582e-01,5.863176929739687182e+00,-2.882412610092988103e-02,8.099663607808373911e-01
2.355301513855707896e+01,-5.036383847057866348e+00,6.300318294085055504e-01,5.842119156240088707e+00,-5.566652368056690392e-02,7.899399435620053644e-01
2.375346524887198996e+01,-4.889503470970574028e+00,6.357424799954880523e-01,5.807510406059120278e+00,-8.259637831688859677e-02,8.010777888030525817e-01
2.395276553352086424e+01,-4.741389227751959368e+00,6.431962078537619698e-01,5.759522777923200110e+00,-1.087454901981912414e-01,8.231809482649307119e-01
2.415035498737675823e+01,-4.592025205204052440e+00,6.516753856254505761e-01,5.698764915860929037e+00,-1.332539222392048472e-01,8.437618705961534848e-01
2.434589041627233641e+01,-4.441493367703717610e+00,6.603121289897356805e-01,5.626268855683995262e+00,-1.553059894988813028e-01,8.660582737096387262e-01
2.453924270461623536e+01,-4.290012993272641850e+00,6.681434285205252177e-01,5.543458926362047734e+00,-1.741655842798373044e-01,9.102903326228847236e-01
2.473048032482605407e+01,-4.137960885878636752e+00,6.741771870556643176e-01,5.452103271404157958e+00,-1.892093840138562300e-01,1.007257735756739603e+00
2.491987456077453089e+01,-3.985859266147642188e+00,6.773860240225806351e-01,5.354249542348191504e+00,-1.999535882149308108e-01,1.186637881346952250e+00
2.510792652081979526e+01,-3.834363116446561026e+00,6.766181576001760734e-01,5.252149683189227147e+00,-2.060682514663279008e-01,1.464675065782760077e+00
2.529539065969908762e+01,-3.684288570535347418e+00,6.705141976276661753e-01,5.148181290881863603e+00,-2.073830120061668225e-01,1.836191538894298869e+00
2.548326207270305588e+01,-3.536687696276126225e+00,6.575713798537772270e-01,5.044766671183060325e+00,-2.038928922617255779e-01,2.273789925403405299e+00
2.567271396415495488e+01,-3.392911683888932828e+00,6.364278979077829801e-01,4.944288398620138025e+00,-1.957594816671894833e-01,2.733884006340194794e+00
2.586499539896322730e+01,-3.254584384051153911e+00,6.062887277815401932e-01,4.849007189515870841e+00,-1.833002276137118969e-01,3.166611329378623108e+00
2.606131565130727523e+01,-3.123451797414991571e+00,5.673078086510618956e-01,4.760988171006426128e+00,-1.669688152728063812e-01,3.525967026754446731e+00
2.626273541919093901e+01,-3.001153657806323150e+00,5.207457357289263511e-01,4.682038374243064460e+00,-1.473302822129021195e-01,3.777391446849720502e+00
2.647007197516730059e+01,-2.889008601716506863e+00,4.688306587741271070e-01,4.613657888793524009e+00,-1.250302812353396575e-01,3.901700006181059166e+00
2.668381120100438864e+01,-2.787880583190891937e+00,4.143834966984772383e-01,4.557008093007724803e+00,-1.007594556130610997e-01,3.895533297998453826e+00
2.690402599626562008e+01,-2.698132734702297419e+00,3.603435914418590680e-01,4.512898433180462909e+00,-7.521775449001566471e-02,3.769185347576830214e+00
2.713032535277033119e+01,-2.619636205876386015e+00,3.093247866960582848e-01,4.481790338517709138e+00,-4.908215878738797500e-02,3.542867748092906943e+00
2.736188162389213119e+01,-2.551809782184248476e+00,2.632926161937661491e-01,4.463816274393074934e+00,-2.297842916960224358e-02,3.242417754448253309e+00
2.759757545049053107e+01,-2.493688815131873682e+00,2.234059777448436646e-01,4.458811909348106894e+00,2.542488480433036102e-03,2.895302800602977289e+00
2.783624787376588472e+01,-2.444034502081200433e+00,1.900326321327028001e-01,4.466358762873507970e+00,2.702205804324897542e-02,2.527544931851242183e+00
2.807697712923154043e+01,-2.401474139531939667e+00,1.629116098330177786e-01,4.485833967391355870e+00,5.010451958571238151e-02,2.161947086673573715e+00
2.831926779610038025e+01,-2.364641333067651452e+00,1.414005923387551822e-01,4.516463282459220352e+00,7.153937083841110933e-02,1.817644006675501078e+00
2.856306629089670679e+01,-2.332279063204158120e+00,1.247256370615061200e-01,4.557373338229766979e+00,9.117599351738459035e-02,1.510752944801154296e+00
2.880860902144915059e+01,-2.303289466777037386e+00,1.121476451949307701e-01,4.607639275976604942e+00,1.089511303923540453e-01,1.255617594755317867e+00
2.905619189264508506e+01,-2.276743165990503748e+00,1.029914126537799651e-01,4.666324468622121024e+00,1.248704966912290715e-01,1.065931308086892626e+00
2.930598544755284962e+01,-2.251882074003413337e+00,9.654360104107258256e-02,4.732509772667834014e+00,1.389862335742622079e-01,9.549790040032248850e-01
2.955797551936110068e+01,-2.228148094333232354e+00,9.187891050576746377e-02,4.805310702196383232e+00,1.513721882131324747e-01,9.344063006063970667e-01
2.981201912846945490e+01,-2.205256977936467244e+00,8.769760491818175130e-02,4.883881960880966489e+00,1.620991848952453296e-01,1.011365590531799530e+00
3.006793503659425681e+01,-2.183310861312512507e+00,8.227415126743960194e-02,4.967409887091628562e+00,1.712125367397661080e-01,1.184557082519013926e+00
3.032554104934136419e+01,-2.162911809271805375e+00,7.362128176766542798e-02,5.055094497620732596e+00,1.787139319861772435e-01,1.440399642708267702e+00
3.058461356119504515e+01,-2.145203452610993544e+00,5.990385113898703123e-02,5.146123819077805805e+00,1.845494389544839464e-01,1.751034867560194774e+00
3.084482381899871228e+01,-2.131767509147399320e+00,4.000601864816789865e-02,5.239643936575216543e+00,1.886047999090934013e-01,2.075768054834387755e+00
3.110573584278518311e+01,-2.124344295476277900e+00,1.404993805545965042e-02,5.334728618986899207e+00,1.907085620036124141e-01,2.366699265074084124e+00
3.136691175885172100e+01,-2.124431723230039371e+00,-1.636619731108055267e-02,5.430352498578828957e+00,1.906429615718456816e-01,2.577818757739637423e+00
3.162808082247656216e+01,-2.132893859832475592e+00,-4.839518090433938408e-02,5.525371580558744888e+00,1.881618268176481479e-01,2.675237117726754210e+00
3.188926574596015939e+01,-2.149730893024193623e+00,-7.869193690854306422e-02,5.618514325396477105e+00,1.830140909115005599e-01,2.645209779089560342e+00
3.215076669444428603e+01,-2.174110134809573935e+00,-1.044696406801082222e-01,5.708385671470245448e+00,1.749707799671798014e-01,2.496927913332094295e+00
3.241298440246043810e+01,-2.204643508761393811e+00,-1.243705591815733036e-01,5.793485105363656906e+00,1.638526330283731625e-01,2.258773170903655370e+00
3.267616735214267010e+01,-2.239793522483482402e+00,-1.387000031124714094e-01,5.872238304498618611e+00,1.495555688057290666e-01,1.969258062624007044e+00
3.294022407273914865e+01,-2.278244228385002845e+00,-1.489504790491232300e-01,5.943040674169385973e+00,1.320726293993450540e-01,1.666182892241873326e+00
3.320470859314863787e+01,-2.319107422144316644e+00,-1.569407253119623480e-01,6.004310933897963665e+00,1.115116324415117433e-01,1.378240358328639781e+00
3.346899151461745703e+01,-2.361917473159415248e+00,-1.640124163814671299e-01,6.054552306610897716e+00,8.810608126709063015e-02,1.122064306942770928e+00
3.373251337302996689e+01,-2.406458618894647294e+00,-1.706067937273193780e-01,6.092417015165054295e+00,6.221648175264071767e-02,9.050535136499254785e-01
3.399497913628279377e+01,-2.452535441618357570e+00,-1.763308537501064310e-01,6.116768788363538434e+00,3.432138488832592316e-02,7.315973590435176366e-01
3.425640090739978660e+01,-2.499805632642623898e+00,-1.804207981431982799e-01,6.126738400053380218e+00,4.999067935630208126e-03,6.089605747085360399e-01
3.451699369020555963e+01,-2.547753137967556203e+00,-1.823482679123702987e-01,6.121767856299168642e+00,-2.509848277172022080e-02,5.496145787038849706e-01
3.477700364283373347e+01,-2.595803005192865331e+00,-1.822749281507735630e-01,6.101639917281659997e+00,-5.527632156355988258e-02,5.687434437136595911e-01
3.503655609913789704e+01,-2.643519278165154418e+00,-1.811856501608807846e-01,6.066491534735608759e+00,-8.482901648677554363e-02,6.779288607569605718e-01
3.529556893417213814e+01,-2.690801420470344762e+00,-1.807113735675241750e-01,6.016810900794884454e+00,-1.130737218800774713e-01,8.776933558556105908e-01
3.555373697746348682e+01,-2.738010579632824903e+00,-1.827672586253442644e-01,5.953417812855531288e+00,-1.393828809577835059e-01,1.152191887482531873e+00
3.581057316364412912e+01,-2.785989583859410423e+00,-1.891263795377723378e-01,5.877428019837100948e+00,-1.632138652010022284e-01,1.468765051395265475e+00
3.606550242804737394e+01,-2.835969680514380808e+00,-2.009945081058286953e-01,5.790203947654529060e+00,-1.841325558826518716e-01,1.783387334760759613e+00
3.631799482568030157e+01,-2.889374524188234261e+00,-2.186372193951406362e-01,5.693295463954449076e+00,-2.018289502764911703e-01,2.050713288128771072e+00
3.656770175394862576e+01,-2.947552811000647477e+00,-2.411662067737791459e-01,5.588374997378037889e+00,-2.161240245486091283e-01,2.235370444404217505e+00
3.681455432229256530e+01,-3.011504873041617181e+00,-2.666383728626509630e-01,5.477171439405839948e+00,-2.269681763781248307e-01,2.320409409684370594e+00
3.705877572985615132e+01,-3.081685923088961943e+00,-2.925661507900527147e-01,5.361406820999913059e+00,-2.344322904046158840e-01,2.309883090903624314e+00
3.730079678872174043e+01,-3.157965772558042783e+00,-3.167368669970790362e-01,5.242739149001224064e+00,-2.386925523199217025e-01,2.224937554128306516e+00
3.754109669633304947e+01,-3.239777142900619467e+00,-3.379856578363340525e-01,5.122714268679991356e+00,-2.400102011360774057e-01,2.095402056153158998e+00
3.778002164594960988e+01,-3.326399935852839995e+00,-3.565143356499004823e-01,5.002728947865146658e+00,-2.387078230459493966e-01,1.950450364431848271e+00
3.801765078807575549e+01,-3.417259487394306738e+00,-3.735781754485820172e-01,4.884006445634041960e+00,-2.351441248645782522e-01,1.811816064329094589e+00
3.825376493083665252e+01,-3.512100372014572702e+00,-3.906947780599337450e-01,4.767584823000568406e+00,-2.296891092434165671e-01,1.691480727078593205e+00
3.848792747793186209e+01,-3.610951086987864489e+00,-4.088027622112422876e-01,4.654317336390625393e+00,-2.227013512722164634e-01,1.593551038493313365e+00
3.871963042465530691e+01,-3.713917283861068341e+00,-4.278328974987017363e-01,4.544883471728351942e+00,-2.145088497884906076e-01,1.518333734985856998e+00
3.894842738362655865e+01,-3.820939369770530281e+00,-4.469175031489259209e-01,4.439808486602134785e+00,-2.053948593824825863e-01,1.466084407604159923e+00
3.917398897716927308e+01,-3.931672678782996755e+00,-4.650978068487685024e-01,4.339488612345869356e+00,-1.955899906059181959e-01,1.438590319433766362e+00
3.939606872690672645e+01,-4.045572091437336759e+00,-4.820889659433159613e-01,4.244218495996216589e+00,-1.852698183883481065e-01,1.438243049658818773e+00
3.961442343307148661e+01,-4.162138327187522080e+00,-4.986432629997997190e-01,4.154218793957521250e+00,-1.745527964406292654e-01,1.465617482291930118e+00
3.982876106751142231e+01,-4.281191305947302794e+00,-5.163294094450808780e-01,4.069665699555587324e+00,-1.634975918459109501e-01,1.517248998893800493e+00
4.003875898852134441e+01,-4.403032824583259952e+00,-5.368808823310317058e-01,3.990721202111610300e+00,-1.521088888152881680e-01,1.585038645110830702e+00
4.024414444104195354e+01,-4.528426516112029176e+00,-5.614604209594799000e-01,3.917556810740299156e+00,-1.403512652629248514e-01,1.657778133717241920e+00
4.044478486993369870e+01,-4.658417364149166850e+00,-5.902054292248501977e-01,3.850369936848685448e+00,-1.281614379051148056e-01,1.724212997579483098e+00
4.064072992988897681e+01,-4.794080579146402954e+00,-6.222347018212351921e-01,3.789395372835184350e+00,-1.154581783233732395e-01,1.776362913327116377e+00
4.083218439453089843e+01,-4.936294416293620202e+00,-6.560715995096146891e-01,3.734911758525312209e+00,-1.021526594892105955e-01,1.811760878077895764e+00
4.101942229134602513e+01,-5.085609086887080466e+00,-6.902619011565784835e-01,3.687242713345973755e+00,-8.815864075410795309e-02,1.833802047055691942e+00
4.120267022411035640e+01,-5.242232909194973089e+00,-7.239032332845890538e-01,3.646753117771204256e+00,-7.340131193361321138e-02,1.850199408346127283e+00
4.138198271263646433e+01,-5.406111573239353874e+00,-7.569193836656405994e-01,3.613841401412360543e+00,-5.782433873998105156e-02,1.870249004852387653e+00
4.155713202079209623e+01,-5.577059310459078212e+00,-7.900285511052491660e-01,3.588928779031223204e+00,-4.139504032169805114e-02,1.901941645657236002e+00
4.172754985984402509e+01,-5.754893850464748439e+00,-8.244217278596340792e-01,3.572446361090662492e+00,-2.410779365704618371e-02,1.949848864903192647e+00
4.189235957360754270e+01,-5.939527257569353402e+00,-8.612685012941371232e-01,3.564820985374177020e+00,-5.985888751612211678e-03,2.014273297595605250e+00
4.205049459435800685e+01,-6.130975987491222412e+00,-9.012446601548265157e-01,3.566460472339050281e+00,1.291784641793114474e-02,2.091609148168450893e+00
4.220086093450237286e+01,-6.329283082312407771e+00,-9.442881192799591483e-01,3.577738831792108165e+00,3.252130711412615227e-02,2.175435598572925233e+00
4.234246460800179079e+01,-6.534371937482164938e+00,-9.897030165473832408e-01,3.598981779453176433e+00,5.271395600053185859e-02,2.257719941411834075e+00
4.247446164618985875e+01,-6.745892349626902984e+00,-1.036527775095698933e+00,3.630452787792640024e+00,7.335803760268388984e-02,2.329673449170432509e+00
4.259614350913191316e+01,-6.963125953522634859e+00,-1.083915388937127133e+00,3.672339817055860323e+00,9.429011119244634642e-02,2.382187862671229173e+00
4.270692358027810087e+01,-7.185006540362282479e+00,-1.131254047099384596e+00,3.724742898985086370e+00,1.153230576173074340e-01,2.406189982226373036e+00
4.280639852457079542e+01,-7.410266341592059547e+00,-1.177936752566992595e+00,3.787662874673167757e+00,1.362484331657469738e-01,2.393461273866046568e+00
4.289450384549586914e+01,-7.637659868926051310e+00,-1.222950064664787062e+00,3.860991332150833344e+00,1.568372875657972898e-01,2.338321067432755029e+00
4.297170925411845133e+01,-7.866183132084588081e+00,-1.264639971821293507e+00,3.944500162238965046e+00,1.768379873833465510e-01,2.240069835719002977e+00
4.303913134486646896e+01,-8.095204774721411312e+00,-1.300975726978105707e+00,4.037829319534179895e+00,1.959776492475198140e-01,2.105441839677294702e+00
4.309845520739968094e+01,-8.324469435115245730e+00,-1.330307966197572744e+00,4.140477811486484860e+00,2.139727565538285248e-01,1.949865777353031682e+00
